c_Municipio,c_Estado,Descripción,Fecha de inicio de vigencia,Fecha de fin de vigencia
060,CHH,Santa Bárbara,01/01/2022,
060,CHP,Ocotepec,01/01/2022,
060,GRO,Tetipac,01/01/2022,
060,HID,Tenango de Doria,01/01/2022,
060,JAL,Mexticacán,01/01/2022,
060,MEX,Nicolás Romero,01/01/2022,
060,MIC,Numarán,01/01/2022,
060,OAX,Mixistlán de la Reforma,01/01/2022,
060,PUE,Domingo Arenas,01/01/2022,
060,SON,Sáric,01/01/2022,
060,TLA,Santa Isabel Xiloxoxtla,01/01/2022,
060,VER,Chinampa de Gorostiza,01/01/2022,
060,YUC,Quintana Roo,01/01/2022,
061,CHH,Satevó,01/01/2022,
061,CHP,Ocozocoautla de Espinosa,01/01/2022,
061,GRO,Tixtla de Guerrero,01/01/2022,
061,HID,Tepeapulco,01/01/2022,
061,JAL,Mezquitic,01/01/2022,
061,MEX,Nopaltepec,01/01/2022,
061,MIC,Ocampo,01/01/2022,
061,OAX,Monjas,01/01/2022,
061,PUE,Eloxochitlán,01/01/2022,
061,SON,Soyopa,01/01/2022,
061,VER,Las Choapas,01/01/2022,
061,YUC,Río Lagartos,01/01/2022,
062,CHH,Saucillo,01/01/2022,
062,CHP,Ostuacán,01/01/2022,
062,GRO,Tlacoachistlahuaca,01/01/2022,
062,HID,Tepehuacán de Guerrero,01/01/2022,
062,JAL,Mixtlán,01/01/2022,
062,MEX,Ocoyoacac,01/01/2022,
062,MIC,Pajacuarán,01/01/2022,
062,OAX,Natividad,01/01/2022,
062,PUE,Epatlán,01/01/2022,
062,SON,Suaqui Grande,01/01/2022,
062,VER,Chocamán,01/01/2022,
062,YUC,Sacalum,01/01/2022,
063,CHH,Temósachic,01/01/2022,
063,CHP,Osumacinta,01/01/2022,
063,GRO,Tlacoapa,01/01/2022,
063,HID,Tepeji del Río de Ocampo,01/01/2022,
063,JAL,Ocotlán,01/01/2022,
063,MEX,Ocuilan,01/01/2022,
063,MIC,Panindícuaro,01/01/2022,
063,OAX,Nazareno Etla,01/01/2022,
063,PUE,Esperanza,01/01/2022,
063,SON,Tepache,01/01/2022,
063,VER,Chontla,01/01/2022,
063,YUC,Samahil,01/01/2022,
064,CHH,El Tule,01/01/2022,
064,CHP,Oxchuc,01/01/2022,
064,GRO,Tlalchapa,01/01/2022,
064,HID,Tepetitlán,01/01/2022,
064,JAL,Ojuelos de Jalisco,01/01/2022,
064,MEX,El Oro,01/01/2022,
064,MIC,Parácuaro,01/01/2022,
064,OAX,Nejapa de Madero,01/01/2022,
064,PUE,Francisco Z. Mena,01/01/2022,
064,SON,Trincheras,01/01/2022,
064,VER,Chumatlán,01/01/2022,
064,YUC,Sanahcat,01/01/2022,
065,CHH,Urique,01/01/2022,
065,CHP,Palenque,01/01/2022,
065,GRO,Tlalixtaquilla de Maldonado,01/01/2022,
065,HID,Tetepango,01/01/2022,
065,JAL,Pihuamo,01/01/2022,
065,MEX,Otumba,01/01/2022,
065,MIC,Paracho,01/01/2022,
065,OAX,Ixpantepec Nieves,01/01/2022,
065,PUE,General Felipe Ángeles,01/01/2022,
065,SON,Tubutama,01/01/2022,
065,VER,Emiliano Zapata,01/01/2022,
065,YUC,San Felipe,01/01/2022,
066,CHH,Uruachi,01/01/2022,
066,CHP,Pantelhó,01/01/2022,
066,GRO,Tlapa de Comonfort,01/01/2022,
066,HID,Villa de Tezontepec,01/01/2022,
066,JAL,Poncitlán,01/01/2022,
066,MEX,Otzoloapan,01/01/2022,
066,MIC,Pátzcuaro,01/01/2022,
066,OAX,Santiago Niltepec,01/01/2022,
066,PUE,Guadalupe,01/01/2022,
066,SON,Ures,01/01/2022,
066,VER,Espinal,01/01/2022,
066,YUC,Santa Elena,01/01/2022,
067,CHH,Valle de Zaragoza,01/01/2022,
067,CHP,Pantepec,01/01/2022,
067,GRO,Tlapehuala,01/01/2022,
067,HID,Tezontepec de Aldama,01/01/2022,
067,JAL,Puerto Vallarta,01/01/2022,
067,MEX,Otzolotepec,01/01/2022,
067,MIC,Penjamillo,01/01/2022,
067,OAX,Oaxaca de Juárez,01/01/2022,
067,PUE,Guadalupe Victoria,01/01/2022,
067,SON,Villa Hidalgo,01/01/2022,
067,VER,Filomeno Mata,01/01/2022,
067,YUC,Seyé,01/01/2022,
068,CHP,Pichucalco,01/01/2022,
068,GRO,La Unión de Isidoro Montes de Oca,01/01/2022,
068,HID,Tianguistengo,01/01/2022,
068,JAL,Villa Purificación,01/01/2022,
068,MEX,Ozumba,01/01/2022,
068,MIC,Peribán,01/01/2022,
068,OAX,Ocotlán de Morelos,01/01/2022,
068,PUE,Hermenegildo Galeana,01/01/2022,
068,SON,Villa Pesqueira,01/01/2022,
068,VER,Fortín,01/01/2022,
068,YUC,Sinanché,01/01/2022,
069,CHP,Pijijiapan,01/01/2022,
069,GRO,Xalpatláhuac,01/01/2022,
069,HID,Tizayuca,01/01/2022,
069,JAL,Quitupan,01/01/2022,
069,MEX,Papalotla,01/01/2022,
069,MIC,La Piedad,01/01/2022,
069,OAX,La Pe,01/01/2022,
069,PUE,Huaquechula,01/01/2022,
069,SON,Yécora,01/01/2022,
069,VER,Gutiérrez Zamora,01/01/2022,
069,YUC,Sotuta,01/01/2022,
070,CHP,El Porvenir,01/01/2022,
070,GRO,Xochihuehuetlán,01/01/2022,
070,HID,Tlahuelilpan,01/01/2022,
070,JAL,El Salto,01/01/2022,
070,MEX,La Paz,01/01/2022,
070,MIC,Purépero,01/01/2022,
070,OAX,Pinotepa de Don Luis,01/01/2022,
070,PUE,Huatlatlauca,01/01/2022,
070,SON,General Plutarco Elías Calles,01/01/2022,
070,VER,Hidalgotitlán,01/01/2022,
070,YUC,Sucilá,01/01/2022,
071,CHP,Villa Comaltitlán,01/01/2022,
071,GRO,Xochistlahuaca,01/01/2022,
071,HID,Tlahuiltepa,01/01/2022,
071,JAL,San Cristóbal de la Barranca,01/01/2022,
071,MEX,Polotitlán,01/01/2022,
071,MIC,Puruándiro,01/01/2022,
071,OAX,Pluma Hidalgo,01/01/2022,
071,PUE,Huauchinango,01/01/2022,
071,SON,Benito Juárez,01/01/2022,
071,VER,Huatusco,01/01/2022,
071,YUC,Sudzal,01/01/2022,
072,CHP,Pueblo Nuevo Solistahuacán,01/01/2022,
072,GRO,Zapotitlán Tablas,01/01/2022,
072,HID,Tlanalapa,01/01/2022,
072,JAL,San Diego de Alejandría,01/01/2022,
072,MEX,Rayón,01/01/2022,
072,MIC,Queréndaro,01/01/2022,
072,OAX,San José del Progreso,01/01/2022,
072,PUE,Huehuetla,01/01/2022,
072,SON,San Ignacio Río Muerto,01/01/2022,
072,VER,Huayacocotla,01/01/2022,
072,YUC,Suma,01/01/2022,
073,CHP,Rayón,01/01/2022,
073,GRO,Zirándaro,01/01/2022,
073,HID,Tlanchinol,01/01/2022,
073,JAL,San Juan de los Lagos,01/01/2022,
073,MEX,San Antonio la Isla,01/01/2022,
073,MIC,Quiroga,01/01/2022,
073,OAX,Putla Villa de Guerrero,01/01/2022,
073,PUE,Huehuetlán el Chico,01/01/2022,
073,VER,Hueyapan de Ocampo,01/01/2022,
073,YUC,Tahdziú,01/01/2022,
074,CHP,Reforma,01/01/2022,
074,GRO,Zitlala,01/01/2022,
074,HID,Tlaxcoapan,01/01/2022,
074,JAL,San Julián,01/01/2022,
074,MEX,San Felipe del Progreso,01/01/2022,
074,MIC,Cojumatlán de Régules,01/01/2022,
074,OAX,Santa Catarina Quioquitani,01/01/2022,
074,PUE,Huejotzingo,01/01/2022,
074,VER,Huiloapan de Cuauhtémoc,01/01/2022,
074,YUC,Tahmek,01/01/2022,
075,CHP,Las Rosas,01/01/2022,
075,GRO,Eduardo Neri,01/01/2022,
075,HID,Tolcayuca,01/01/2022,
075,JAL,San Marcos,01/01/2022,
075,MEX,San Martín de las Pirámides,01/01/2022,
075,MIC,Los Reyes,01/01/2022,
075,OAX,Reforma de Pineda,01/01/2022,
075,PUE,Hueyapan,01/01/2022,
075,VER,Ignacio de la Llave,01/01/2022,
075,YUC,Teabo,01/01/2022,
076,CHP,Sabanilla,01/01/2022,
076,GRO,Acatepec,01/01/2022,
076,HID,Tula de Allende,01/01/2022,
076,JAL,San Martín de Bolaños,01/01/2022,
076,MEX,San Mateo Atenco,01/01/2022,
076,MIC,Sahuayo,01/01/2022,
076,OAX,La Reforma,01/01/2022,
076,PUE,Hueytamalco,01/01/2022,
076,VER,Ilamatlán,01/01/2022,
076,YUC,Tecoh,01/01/2022,
077,CHP,Salto de Agua,01/01/2022,
077,GRO,Marquelia,01/01/2022,
077,HID,Tulancingo de Bravo,01/01/2022,
077,JAL,San Martín Hidalgo,01/01/2022,
077,MEX,San Simón de Guerrero,01/01/2022,
077,MIC,San Lucas,01/01/2022,
077,OAX,Reyes Etla,01/01/2022,
077,PUE,Hueytlalpan,01/01/2022,
077,VER,Isla,01/01/2022,
077,YUC,Tekal de Venegas,01/01/2022,
078,CHP,San Cristóbal de las Casas,01/01/2022,
078,GRO,Cochoapa el Grande,01/01/2022,
078,HID,Xochiatipan,01/01/2022,
078,JAL,San Miguel el Alto,01/01/2022,
078,MEX,Santo Tomás,01/01/2022,
078,MIC,Santa Ana Maya,01/01/2022,
078,OAX,Rojas de Cuauhtémoc,01/01/2022,
078,PUE,Huitzilan de Serdán,01/01/2022,
078,VER,Ixcatepec,01/01/2022,
078,YUC,Tekantó,01/01/2022,
079,CHP,San Fernando,01/01/2022,
079,GRO,José Joaquín de Herrera,01/01/2022,
079,HID,Xochicoatlán,01/01/2022,
079,JAL,Gómez Farías,01/01/2022,
079,MEX,Soyaniquilpan de Juárez,01/01/2022,
079,MIC,Salvador Escalante,01/01/2022,
079,OAX,Salina Cruz,01/01/2022,
079,PUE,Huitziltepec,01/01/2022,
079,VER,Ixhuacán de los Reyes,01/01/2022,
079,YUC,Tekax,01/01/2022,
080,CHP,Siltepec,01/01/2022,
080,GRO,Juchitán,01/01/2022,
080,HID,Yahualica,01/01/2022,
080,JAL,San Sebastián del Oeste,01/01/2022,
080,MEX,Sultepec,01/01/2022,
080,MIC,Senguio,01/01/2022,
080,OAX,San Agustín Amatengo,01/01/2022,
080,PUE,Atlequizayan,01/01/2022,
080,VER,Ixhuatlán del Café,01/01/2022,
080,YUC,Tekit,01/01/2022,
081,CHP,Simojovel,01/01/2022,
081,GRO,Iliatenco,01/01/2022,
081,HID,Zacualtipán de Ángeles,01/01/2022,
081,JAL,Santa María de los Ángeles,01/01/2022,
081,MEX,Tecámac,01/01/2022,
081,MIC,Susupuato,01/01/2022,
081,OAX,San Agustín Atenango,01/01/2022,
081,PUE,Ixcamilpa de Guerrero,01/01/2022,
081,VER,Ixhuatlancillo,01/01/2022,
081,YUC,Tekom,01/01/2022,
082,CHP,Sitalá,01/01/2022,
082,HID,Zapotlán de Juárez,01/01/2022,
082,JAL,Sayula,01/01/2022,
082,MEX,Tejupilco,01/01/2022,
082,MIC,Tacámbaro,01/01/2022,
082,OAX,San Agustín Chayuco,01/01/2022,
082,PUE,Ixcaquixtla,01/01/2022,
082,VER,Ixhuatlán del Sureste,01/01/2022,
082,YUC,Telchac Pueblo,01/01/2022,
083,CHP,Socoltenango,01/01/2022,
083,HID,Zempoala,01/01/2022,
083,JAL,Tala,01/01/2022,
083,MEX,Temamatla,01/01/2022,
083,MIC,Tancítaro,01/01/2022,
083,OAX,San Agustín de las Juntas,01/01/2022,
083,PUE,Ixtacamaxtitlán,01/01/2022,
083,VER,Ixhuatlán de Madero,01/01/2022,
083,YUC,Telchac Puerto,01/01/2022,
084,CHP,Solosuchiapa,01/01/2022,
084,HID,Zimapán,01/01/2022,
084,JAL,Talpa de Allende,01/01/2022,
084,MEX,Temascalapa,01/01/2022,
084,MIC,Tangamandapio,01/01/2022,
084,OAX,San Agustín Etla,01/01/2022,
084,PUE,Ixtepec,01/01/2022,
084,VER,Ixmatlahuacan,01/01/2022,
084,YUC,Temax,01/01/2022,
085,CHP,Soyaló,01/01/2022,
085,JAL,Tamazula de Gordiano,01/01/2022,
085,MEX,Temascalcingo,01/01/2022,
085,MIC,Tangancícuaro,01/01/2022,
085,OAX,San Agustín Loxicha,01/01/2022,
085,PUE,Izúcar de Matamoros,01/01/2022,
085,VER,Ixtaczoquitlán,01/01/2022,
085,YUC,Temozón,01/01/2022,
086,CHP,Suchiapa,01/01/2022,
086,JAL,Tapalpa,01/01/2022,
086,MEX,Temascaltepec,01/01/2022,
086,MIC,Tanhuato,01/01/2022,
086,OAX,San Agustín Tlacotepec,01/01/2022,
086,PUE,Jalpan,01/01/2022,
086,VER,Jalacingo,01/01/2022,
086,YUC,Tepakán,01/01/2022,
087,CHP,Suchiate,01/01/2022,
087,JAL,Tecalitlán,01/01/2022,
087,MEX,Temoaya,01/01/2022,
087,MIC,Taretan,01/01/2022,
087,OAX,San Agustín Yatareni,01/01/2022,
087,PUE,Jolalpan,01/01/2022,
087,VER,Xalapa,01/01/2022,
087,YUC,Tetiz,01/01/2022,
088,CHP,Sunuapa,01/01/2022,
088,JAL,Tecolotlán,01/01/2022,
088,MEX,Tenancingo,01/01/2022,
088,MIC,Tarímbaro,01/01/2022,
088,OAX,San Andrés Cabecera Nueva,01/01/2022,
088,PUE,Jonotla,01/01/2022,
088,VER,Jalcomulco,01/01/2022,
088,YUC,Teya,01/01/2022,
089,CHP,Tapachula,01/01/2022,
089,JAL,Techaluta de Montenegro,01/01/2022,
089,MEX,Tenango del Aire,01/01/2022,
089,MIC,Tepalcatepec,01/01/2022,
089,OAX,San Andrés Dinicuiti,01/01/2022,
089,PUE,Jopala,01/01/2022,
089,VER,Jáltipan,01/01/2022,
089,YUC,Ticul,01/01/2022,
090,CHP,Tapalapa,01/01/2022,
090,JAL,Tenamaxtlán,01/01/2022,
090,MEX,Tenango del Valle,01/01/2022,
090,MIC,Tingambato,01/01/2022,
090,OAX,San Andrés Huaxpaltepec,01/01/2022,
090,PUE,Juan C. Bonilla,01/01/2022,
090,VER,Jamapa,01/01/2022,
090,YUC,Timucuy,01/01/2022,
091,CHP,Tapilula,01/01/2022,
091,JAL,Teocaltiche,01/01/2022,
091,MEX,Teoloyucan,01/01/2022,
091,MIC,Tingüindín,01/01/2022,
091,OAX,San Andrés Huayápam,01/01/2022,
091,PUE,Juan Galindo,01/01/2022,
091,VER,Jesús Carranza,01/01/2022,
091,YUC,Tinum,01/01/2022,
092,CHP,Tecpatán,01/01/2022,
092,JAL,Teocuitatlán de Corona,01/01/2022,
092,MEX,Teotihuacán,01/01/2022,
092,MIC,Tiquicheo de Nicolás Romero,01/01/2022,
092,OAX,San Andrés Ixtlahuaca,01/01/2022,
092,PUE,Juan N. Méndez,01/01/2022,
092,VER,Xico,01/01/2022,
092,YUC,Tixcacalcupul,01/01/2022,
093,CHP,Tenejapa,01/01/2022,
093,JAL,Tepatitlán de Morelos,01/01/2022,
093,MEX,Tepetlaoxtoc,01/01/2022,
093,MIC,Tlalpujahua,01/01/2022,
093,OAX,San Andrés Lagunas,01/01/2022,
093,PUE,Lafragua,01/01/2022,
093,VER,Jilotepec,01/01/2022,
093,YUC,Tixkokob,01/01/2022,
094,CHP,Teopisca,01/01/2022,
094,JAL,Tequila,01/01/2022,
094,MEX,Tepetlixpa,01/01/2022,
094,MIC,Tlazazalca,01/01/2022,
094,OAX,San Andrés Nuxiño,01/01/2022,
094,PUE,Libres,01/01/2022,
094,VER,Juan Rodríguez Clara,01/01/2022,
094,YUC,Tixmehuac,01/01/2022,
095,JAL,Teuchitlán,01/01/2022,
095,MEX,Tepotzotlán,01/01/2022,
095,MIC,Tocumbo,01/01/2022,
095,OAX,San Andrés Paxtlán,01/01/2022,
095,PUE,La Magdalena Tlatlauquitepec,01/01/2022,
095,VER,Juchique de Ferrer,01/01/2022,
095,YUC,Tixpéhual,01/01/2022,
096,CHP,Tila,01/01/2022,
096,JAL,Tizapán el Alto,01/01/2022,
096,MEX,Tequixquiac,01/01/2022,
096,MIC,Tumbiscatío,01/01/2022,
096,OAX,San Andrés Sinaxtla,01/01/2022,
096,PUE,Mazapiltepec de Juárez,01/01/2022,
096,VER,Landero y Coss,01/01/2022,
096,YUC,Tizimín,01/01/2022,
097,CHP,Tonalá,01/01/2022,
097,JAL,Tlajomulco de Zúñiga,01/01/2022,
097,MEX,Texcaltitlán,01/01/2022,
097,MIC,Turicato,01/01/2022,
097,OAX,San Andrés Solaga,01/01/2022,
097,PUE,Mixtla,01/01/2022,
097,VER,Lerdo de Tejada,01/01/2022,
097,YUC,Tunkás,01/01/2022,
098,CHP,Totolapa,01/01/2022,
098,JAL,San Pedro Tlaquepaque,01/01/2022,
098,MEX,Texcalyacac,01/01/2022,
098,MIC,Tuxpan,01/01/2022,
098,OAX,San Andrés Teotilálpam,01/01/2022,
098,PUE,Molcaxac,01/01/2022,
098,VER,Magdalena,01/01/2022,
098,YUC,Tzucacab,01/01/2022,
099,CHP,La Trinitaria,01/01/2022,
099,JAL,Tolimán,01/01/2022,
099,MEX,Texcoco,01/01/2022,
099,MIC,Tuzantla,01/01/2022,
099,OAX,San Andrés Tepetlapa,01/01/2022,
099,PUE,Cañada Morelos,01/01/2022,
099,VER,Maltrata,01/01/2022,
099,YUC,Uayma,01/01/2022,
100,CHP,Tumbalá,01/01/2022,
100,JAL,Tomatlán,01/01/2022,
100,MEX,Tezoyuca,01/01/2022,
100,MIC,Tzintzuntzan,01/01/2022,
100,OAX,San Andrés Yaá,01/01/2022,
100,PUE,Naupan,01/01/2022,
100,VER,Manlio Fabio Altamirano,01/01/2022,
100,YUC,Ucú,01/01/2022,
101,CHP,Tuxtla Gutiérrez,01/01/2022,
101,JAL,Tonalá,01/01/2022,
101,MEX,Tianguistenco,01/01/2022,
101,MIC,Tzitzio,01/01/2022,
101,OAX,San Andrés Zabache,01/01/2022,
101,PUE,Nauzontla,01/01/2022,
101,VER,Mariano Escobedo,01/01/2022,
101,YUC,Umán,01/01/2022,
102,CHP,Tuxtla Chico,01/01/2022,
102,JAL,Tonaya,01/01/2022,
102,MEX,Timilpan,01/01/2022,
102,MIC,Uruapan,01/01/2022,
102,OAX,San Andrés Zautla,01/01/2022,
102,PUE,Nealtican,01/01/2022,
102,VER,Martínez de la Torre,01/01/2022,
102,YUC,Valladolid,01/01/2022,
103,CHP,Tuzantán,01/01/2022,
103,JAL,Tonila,01/01/2022,
103,MEX,Tlalmanalco,01/01/2022,
103,MIC,Venustiano Carranza,01/01/2022,
103,OAX,San Antonino Castillo Velasco,01/01/2022,
103,PUE,Nicolás Bravo,01/01/2022,
103,VER,Mecatlán,01/01/2022,
103,YUC,Xocchel,01/01/2022,
104,CHP,Tzimol,01/01/2022,
104,JAL,Totatiche,01/01/2022,
104,MEX,Tlalnepantla de Baz,01/01/2022,
104,MIC,Villamar,01/01/2022,
104,OAX,San Antonino el Alto,01/01/2022,
104,PUE,Nopalucan,01/01/2022,
104,VER,Mecayapan,01/01/2022,
104,YUC,Yaxcabá,01/01/2022,
105,CHP,Unión Juárez,01/01/2022,
105,JAL,Tototlán,01/01/2022,
105,MEX,Tlatlaya,01/01/2022,
105,MIC,Vista Hermosa,01/01/2022,
105,OAX,San Antonino Monte Verde,01/01/2022,
105,PUE,Ocotepec,01/01/2022,
105,VER,Medellín,01/01/2022,
105,YUC,Yaxkukul,01/01/2022,
106,CHP,Venustiano Carranza,01/01/2022,
106,JAL,Tuxcacuesco,01/01/2022,
106,MEX,Toluca,01/01/2022,
106,MIC,Yurécuaro,01/01/2022,
106,OAX,San Antonio Acutla,01/01/2022,
106,PUE,Ocoyucan,01/01/2022,
106,VER,Miahuatlán,01/01/2022,
106,YUC,Yobaín,01/01/2022,
107,CHP,Villa Corzo,01/01/2022,
107,JAL,Tuxcueca,01/01/2022,
107,MEX,Tonatico,01/01/2022,
107,MIC,Zacapu,01/01/2022,
107,OAX,San Antonio de la Cal,01/01/2022,
107,PUE,Olintla,01/01/2022,
107,VER,Las Minas,01/01/2022,
108,CHP,Villaflores,01/01/2022,
108,JAL,Tuxpan,01/01/2022,
108,MEX,Tultepec,01/01/2022,
108,MIC,Zamora,01/01/2022,
108,OAX,San Antonio Huitepec,01/01/2022,
108,PUE,Oriental,01/01/2022,
108,VER,Minatitlán,01/01/2022,
109,CHP,Yajalón,01/01/2022,
109,JAL,Unión de San Antonio,01/01/2022,
109,MEX,Tultitlán,01/01/2022,
109,MIC,Zináparo,01/01/2022,
109,OAX,San Antonio Nanahuatípam,01/01/2022,
109,PUE,Pahuatlán,01/01/2022,
109,VER,Misantla,01/01/2022,
110,CHP,San Lucas,01/01/2022,
110,JAL,Unión de Tula,01/01/2022,
110,MEX,Valle de Bravo,01/01/2022,
110,MIC,Zinapécuaro,01/01/2022,
110,OAX,San Antonio Sinicahua,01/01/2022,
110,PUE,Palmar de Bravo,01/01/2022,
110,VER,Mixtla de Altamirano,01/01/2022,
111,CHP,Zinacantán,01/01/2022,
111,JAL,Valle de Guadalupe,01/01/2022,
111,MEX,Villa de Allende,01/01/2022,
111,MIC,Ziracuaretiro,01/01/2022,
111,OAX,San Antonio Tepetlapa,01/01/2022,
111,PUE,Pantepec,01/01/2022,
111,VER,Moloacán,01/01/2022,
112,CHP,San Juan Cancuc,01/01/2022,
112,JAL,Valle de Juárez,01/01/2022,
112,MEX,Villa del Carbón,01/01/2022,
112,MIC,Zitácuaro,01/01/2022,
112,OAX,San Baltazar Chichicápam,01/01/2022,
112,PUE,Petlalcingo,01/01/2022,
112,VER,Naolinco,01/01/2022,
113,CHP,Aldama,01/01/2022,
113,JAL,San Gabriel,01/01/2022,
113,MEX,Villa Guerrero,01/01/2022,
113,MIC,José Sixto Verduzco,01/01/2022,
113,OAX,San Baltazar Loxicha,01/01/2022,
113,PUE,Piaxtla,01/01/2022,
113,VER,Naranjal,01/01/2022,
114,CHP,Benemérito de las Américas,01/01/2022,
114,JAL,Villa Corona,01/01/2022,
114,MEX,Villa Victoria,01/01/2022,
114,OAX,San Baltazar Yatzachi el Bajo,01/01/2022,
114,PUE,Puebla,01/01/2022,
114,VER,Nautla,01/01/2022,
115,CHP,Maravilla Tenejapa,01/01/2022,
115,JAL,Villa Guerrero,01/01/2022,
115,MEX,Xonacatlán,01/01/2022,
115,OAX,San Bartolo Coyotepec,01/01/2022,
115,PUE,Quecholac,01/01/2022,
115,VER,Nogales,01/01/2022,
116,CHP,Marqués de Comillas,01/01/2022,
116,JAL,Villa Hidalgo,01/01/2022,
116,MEX,Zacazonapan,01/01/2022,
116,OAX,San Bartolomé Ayautla,01/01/2022,
116,PUE,Quimixtlán,01/01/2022,
116,VER,Oluta,01/01/2022,
117,CHP,Montecristo de Guerrero,01/01/2022,
117,JAL,Cañadas de Obregón,01/01/2022,
117,MEX,Zacualpan,01/01/2022,
117,OAX,San Bartolomé Loxicha,01/01/2022,
117,PUE,Rafael Lara Grajales,01/01/2022,
117,VER,Omealca,01/01/2022,
118,CHP,San Andrés Duraznal,01/01/2022,
118,JAL,Yahualica de González Gallo,01/01/2022,
118,MEX,Zinacantepec,01/01/2022,
118,OAX,San Bartolomé Quialana,01/01/2022,
118,PUE,Los Reyes de Juárez,01/01/2022,
118,VER,Orizaba,01/01/2022,
119,CHP,Santiago el Pinar,01/01/2022,
119,JAL,Zacoalco de Torres,01/01/2022,
119,MEX,Zumpahuacán,01/01/2022,
119,OAX,San Bartolomé Yucuañe,01/01/2022,
119,PUE,San Andrés Cholula,01/01/2022,
119,VER,Otatitlán,01/01/2022,
120,JAL,Zapopan,01/01/2022,
120,MEX,Zumpango,01/01/2022,
120,OAX,San Bartolomé Zoogocho,01/01/2022,
120,PUE,San Antonio Cañada,01/01/2022,
120,VER,Oteapan,01/01/2022,
120,CHP,Capitán Luis Ángel Vidal,01/01/2022,
121,JAL,Zapotiltic,01/01/2022,
121,MEX,Cuautitlán Izcalli,01/01/2022,
121,OAX,San Bartolo Soyaltepec,01/01/2022,
121,PUE,San Diego la Mesa Tochimiltzingo,01/01/2022,
121,VER,Ozuluama de Mascareñas,01/01/2022,
121,CHP,Rincón Chamula San Pedro,01/01/2022,
122,JAL,Zapotitlán de Vadillo,01/01/2022,
122,MEX,Valle de Chalco Solidaridad,01/01/2022,
122,OAX,San Bartolo Yautepec,01/01/2022,
122,PUE,San Felipe Teotlalcingo,01/01/2022,
122,VER,Pajapan,01/01/2022,
122,CHP,El Parral,01/01/2022,
123,JAL,Zapotlán del Rey,01/01/2022,
123,MEX,Luvianos,01/01/2022,
123,OAX,San Bernardo Mixtepec,01/01/2022,
123,PUE,San Felipe Tepatlán,01/01/2022,
123,VER,Pánuco,01/01/2022,
123,CHP,Emiliano Zapata,01/01/2022,
124,JAL,Zapotlanejo,01/01/2022,
124,MEX,San José del Rincón,01/01/2022,
124,OAX,San Blas Atempa,01/01/2022,
124,PUE,San Gabriel Chilac,01/01/2022,
124,VER,Papantla,01/01/2022,
124,CHP,Mezcalapa,01/01/2022,
125,JAL,San Ignacio Cerro Gordo,01/01/2022,
125,MEX,Tonanitla,01/01/2022,
125,OAX,San Carlos Yautepec,01/01/2022,
125,PUE,San Gregorio Atzompa,01/01/2022,
125,VER,Paso del Macho,01/01/2022,
126,OAX,San Cristóbal Amatlán,01/01/2022,
126,PUE,San Jerónimo Tecuanipan,01/01/2022,
126,VER,Paso de Ovejas,01/01/2022,
127,OAX,San Cristóbal Amoltepec,01/01/2022,
127,PUE,San Jerónimo Xayacatlán,01/01/2022,
127,VER,La Perla,01/01/2022,
128,OAX,San Cristóbal Lachirioag,01/01/2022,
128,PUE,San José Chiapa,01/01/2022,
128,VER,Perote,01/01/2022,
129,OAX,San Cristóbal Suchixtlahuaca,01/01/2022,
129,PUE,San José Miahuatlán,01/01/2022,
129,VER,Platón Sánchez,01/01/2022,
130,OAX,San Dionisio del Mar,01/01/2022,
130,PUE,San Juan Atenco,01/01/2022,
130,VER,Playa Vicente,01/01/2022,
131,OAX,San Dionisio Ocotepec,01/01/2022,
131,PUE,San Juan Atzompa,01/01/2022,
131,VER,Poza Rica de Hidalgo,01/01/2022,
132,OAX,San Dionisio Ocotlán,01/01/2022,
132,PUE,San Martín Texmelucan,01/01/2022,
132,VER,Las Vigas de Ramírez,01/01/2022,
133,OAX,San Esteban Atatlahuca,01/01/2022,
133,PUE,San Martín Totoltepec,01/01/2022,
133,VER,Pueblo Viejo,01/01/2022,
134,OAX,San Felipe Jalapa de Díaz,01/01/2022,
134,PUE,San Matías Tlalancaleca,01/01/2022,
134,VER,Puente Nacional,01/01/2022,
135,OAX,San Felipe Tejalápam,01/01/2022,
135,PUE,San Miguel Ixitlán,01/01/2022,
135,VER,Rafael Delgado,01/01/2022,
136,OAX,San Felipe Usila,01/01/2022,
136,PUE,San Miguel Xoxtla,01/01/2022,
136,VER,Rafael Lucio,01/01/2022,
137,OAX,San Francisco Cahuacuá,01/01/2022,
137,PUE,San Nicolás Buenos Aires,01/01/2022,
137,VER,Los Reyes,01/01/2022,
138,OAX,San Francisco Cajonos,01/01/2022,
138,PUE,San Nicolás de los Ranchos,01/01/2022,
138,VER,Río Blanco,01/01/2022,
139,OAX,San Francisco Chapulapa,01/01/2022,
139,PUE,San Pablo Anicano,01/01/2022,
139,VER,Saltabarranca,01/01/2022,
140,OAX,San Francisco Chindúa,01/01/2022,
140,PUE,San Pedro Cholula,01/01/2022,
140,VER,San Andrés Tenejapan,01/01/2022,
141,OAX,San Francisco del Mar,01/01/2022,
141,PUE,San Pedro Yeloixtlahuaca,01/01/2022,
141,VER,San Andrés Tuxtla,01/01/2022,
142,OAX,San Francisco Huehuetlán,01/01/2022,
142,PUE,San Salvador el Seco,01/01/2022,
142,VER,San Juan Evangelista,01/01/2022,
143,OAX,San Francisco Ixhuatán,01/01/2022,
