c_CodigoPostal,c_Estado,c_Municipio,c_Localidad,Estímulo Franja Fronteriza,Fecha inicio de vigencia ,Fecha fin de vigencia ,Descripción del Huso Horario,Mes_Inicio_Horario_Verano,Día_Inicio_Horario_Verano,Día_Inicio_Horario_Verano,Diferencia_Horaria_Verano,Mes_Inicio_Horario_Invierno,Día_Inicio_Horario_Invierno,Día_Inicio_Horario_Invierno,Diferencia_Horaria_Invierno
59415,MIC,069,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59416,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59417,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59418,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59419,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59420,MIC,069,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59421,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59422,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59423,MIC,069,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59424,MIC,069,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59425,MIC,069,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59426,MIC,069,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59427,MIC,069,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59428,MIC,069,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59429,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59430,MIC,060,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59431,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59432,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59433,MIC,060,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59434,MIC,060,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59435,MIC,060,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59436,MIC,060,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59437,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59438,MIC,060,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59439,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59440,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59441,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59442,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59443,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59444,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59445,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59446,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59447,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59448,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59449,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59450,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59451,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59452,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59453,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59454,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59455,MIC,028,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59456,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59457,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59458,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59459,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59460,MIC,109,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59461,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59462,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59463,MIC,109,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59464,MIC,109,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59465,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59466,MIC,109,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59467,MIC,109,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59468,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59469,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59470,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59471,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59472,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59473,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59474,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59475,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59476,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59477,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59478,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59479,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59480,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59481,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59482,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59483,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59484,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59485,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59486,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59487,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59488,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59489,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59490,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59491,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59492,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59493,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59494,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59495,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59496,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59497,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59498,MIC,067,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59499,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59500,MIC,051,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59501,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59502,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59503,MIC,051,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59504,MIC,051,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59505,MIC,051,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59506,MIC,051,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59507,MIC,051,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59508,MIC,051,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59509,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59510,MIC,045,23,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59511,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59512,MIC,045,23,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59513,MIC,045,23,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59514,MIC,045,23,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59515,MIC,045,23,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59516,MIC,045,23,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59517,MIC,045,23,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59518,MIC,045,23,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59519,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59520,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59521,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59522,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59523,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59524,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59525,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59526,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59527,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59528,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59529,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59530,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59531,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59532,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59533,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59534,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59535,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59536,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59537,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59538,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59539,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59540,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59541,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59542,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59543,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59544,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59545,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59546,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59547,MIC,045,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59548,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59549,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59550,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59551,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59552,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59553,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59554,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59555,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59556,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59557,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59558,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59559,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59560,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59561,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59562,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59563,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59564,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59565,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59566,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59567,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59568,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59569,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59570,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59571,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59572,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59573,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59574,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59575,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59576,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59577,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59578,MIC,104,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59579,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59580,MIC,023,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59581,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59582,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59583,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59584,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59585,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59586,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59587,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59588,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59589,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59590,MIC,023,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59591,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59592,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59593,MIC,023,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59594,MIC,023,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59595,MIC,023,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59596,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59597,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59598,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59599,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59600,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59601,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59602,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59603,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59604,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59605,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59606,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59607,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59608,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59609,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59610,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59611,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59612,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59613,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59614,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59615,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59616,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59617,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59618,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59619,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59620,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59621,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59622,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59623,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59624,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59625,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59626,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59627,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59628,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59629,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59630,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59631,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59632,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59633,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59634,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59635,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59636,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59637,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59638,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59639,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59640,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59641,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59642,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59643,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59644,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59645,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59646,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59647,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59648,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59649,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59650,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59651,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59652,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59653,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59654,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59655,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59656,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59657,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59658,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59659,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59660,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59661,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59662,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59663,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59664,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59665,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59666,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59667,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59668,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59669,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59670,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59671,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59672,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59673,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59674,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59675,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59676,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59677,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59678,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59679,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59680,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59681,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59682,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59683,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59684,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59685,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59686,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59687,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59688,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59689,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59690,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59691,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59692,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59693,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59694,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59695,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59696,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59697,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59698,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59699,MIC,108,11,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59700,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59701,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59702,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59703,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59704,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59705,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59706,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59707,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59708,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59709,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59710,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59711,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59712,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59713,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59714,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59715,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59716,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59717,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59718,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59719,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59720,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59721,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59722,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59723,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59724,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59725,MIC,108,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59726,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59727,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59728,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59729,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59730,MIC,030,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59731,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59732,MIC,030,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59733,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59734,MIC,030,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59735,MIC,030,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59736,MIC,030,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59737,MIC,030,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59738,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59739,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59740,MIC,030,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59741,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59742,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59743,MIC,,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
59744,MIC,030,,0,07/01/2019,,Tiempo del Centro,,,,-6,,,,-6
